item_id,category,repo,file,composable,evidence,snippet,verdict,notes
pilot-0116,missing_heading_semantics,v1tzor__TimePlanner,v1tzor__TimePlanner/core/ui/src/main/java/ru/aleshin/timeplanner/core/ui/views/Dialog.kt,DialogHeader,headlineSmall text without heading(),"
@Composable
fun DialogHeader(
    modifier: Modifier = Modifier,
    header: String,
    title: String? = null,
    paddingValues: PaddingValues = PaddingValues(top = 24.dp, bottom = 12.dp, start = 24.dp, end = 24.dp),
    headerColor: Color = MaterialTheme.colorScheme.onSurface,
    titleColor: Color = MaterialTheme.colorScheme.onSurfaceVariant,
) {
    Column(modifier = modifier.padding(paddingValues)) {
        Text(
            text = header,
            color = headerColor,
            style = MaterialTheme.typography.headlineSmall,
        )",,
pilot-0296,touch_target_size,Dking08__croc-app,Dking08__croc-app/app/src/main/java/com/dking/crocapp/ui/history/HistoryScreen.kt,CompactHistoryCard,size(20.dp) on interactive element,"
@Composable
private fun CompactHistoryCard(
    transfer: TransferHistory,
    onOpenTransfer: () -> Boolean,
    onCodeSelected: (String) -> Unit,
    onCopyCode: () -> Unit,
    onToggleFavorite: () -> Unit,
    onDelete: () -> Unit,
    onRevoke: () -> Unit
) {
    val context = LocalContext.current
    val clipboardManager = LocalClipboardManager.current
    var showMenu by remember { mutableStateOf(false) }
    var showQrDialog by remember { mutableStateOf(false) }
    var showRevokeDialog by remember { mutableStateOf(false) }",,
pilot-0143,missing_merge_descendants,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/screen/HomeScreen.kt,HomeScreen,"clickable Row with 2 Text children, no mergeDescendants","@OptIn(ExperimentalMaterial3Api::class, ExperimentalMaterialApi::class)
@Composable
fun HomeScreen(
    modifier: Modifier = Modifier,
    homeViewModel: HomeViewModel,
    navController: NavController,
) {

    val userState = homeViewModel.users.collectAsState()
    val storiesState =
        homeViewModel.stories.collectAsState()
    val postsState =
        homeViewModel.posts.collectAsState()
    val bottomSheet = rememberModalBottomSheetState()
    var isBottomSheetOpened by remember {
        mutableStateOf(false)",,
pilot-0281,touch_target_size,dantech0xff__compose-qr-code-scanner,dantech0xff__compose-qr-code-scanner/app/src/main/java/com/creative/qrcodescanner/ui/nav/TopNavBar.kt,TopNavBar,size(6.dp) on interactive element," 
@Composable
fun TopNavBar(@StringRes titleResId: Int, backNavClick: () -> Unit) {
    Column(
        modifier = Modifier
            .shadow(MaterialTheme.colorScheme.primary.copy(alpha = 0.5f),
                blurRadius = 12.dp, borderRadius = 0.dp, spread = 0.dp,
                offsetY = 1.dp, offsetX = 0.dp)
            .fillMaxWidth()
            .background(MaterialTheme.colorScheme.primary, shape = RectangleShape)
    ) {
        Spacer(modifier = Modifier.windowInsetsTopHeight(WindowInsets.statusBars))
        Row(
            modifier = Modifier
                .fillMaxWidth()
                .wrapContentHeight(),",,
pilot-0075,error_state_no_semantics,maximilian-schwaerzler__Do-It,maximilian-schwaerzler__Do-It/app/src/main/java/at/co/schwaerzler/maximilian/doit/ui/navigation/screen/EditTodoScreen.kt,EditTodoScreenContent,isError set without semantics { error(...) },"@OptIn(ExperimentalMaterial3Api::class)
@Composable
private fun EditTodoScreenContent(
    id: Int?,
    uiState: EditTodoUiState,
    onTitleChange: (String) -> Unit,
    onDescriptionChange: (String) -> Unit,
    onDeadlineChange: (Instant?) -> Unit,
    onSave: () -> Unit,
    onCancel: () -> Unit,
    onDelete: () -> Unit,
    modifier: Modifier = Modifier,
) {
    var showDatePicker by remember { mutableStateOf(false) }
    var showTimePicker by remember { mutableStateOf(false) }
    var pendingDateMillis by remember { mutableLongStateOf(0L) }",,
pilot-0037,color_contrast,DaKlok__BibleLockScreen,DaKlok__BibleLockScreen/app/src/main/java/com/daklok/biblelockscreen/VerseDatabaseScreen.kt,CustomDbRow,3 hardcoded Color literals with Text,"
@Composable
private fun CustomDbRow(
    strings: AppStrings,
    db: CustomVerseDb,
    onEdit: () -> Unit,
    onDelete: () -> Unit,
    // Fired when the user taps ""Use"". Null = button hidden.
    onUse: (() -> Unit)? = null,
    // True when this DB is the currently-active custom source — swaps
    // the ""Use"" button for a non-interactive ""✓ Active"" badge.
    isActive: Boolean = false
) {
    val haptic = LocalHapticFeedback.current
    Row(
        modifier = Modifier",,
pilot-0148,missing_merge_descendants,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/ui/screens/SevereWeatherSummaryScreen.kt,TropicalReportRow,"clickable Row with 3 Text children, no mergeDescendants","
@Composable
private fun TropicalReportRow(
    s: SevereWeatherService.TropicalStorm,
    onOpenUrl: (String) -> Unit,
) {
    Row(
        Modifier
            .fillMaxWidth()
            .clickable(enabled = s.advisoryUrl != null) {
                s.advisoryUrl?.let { onOpenUrl(it) }
            }
            .padding(vertical = 6.dp),
        verticalAlignment = Alignment.Top,
    ) {
        TypeBadge(""Trop"", Color(0xFF4FC3F7))",,
pilot-0197,missing_state_description,braniik__slate,braniik__slate/app/src/main/java/com/braniik/slate/ui/drawer/list/ListEditDialog.kt,ListEditDialog,Switch without stateDescription,"
@Composable
fun ListEditDialog(
    app: HomeScreenApp,
    info: AppInfo,
    onDismiss: () -> Unit,
    onSave: (HomeScreenApp) -> Unit
) {
    var textSize by remember(app.key) { mutableIntStateOf(app.listTextSizeSp) }
    var iconSize by remember(app.key) { mutableIntStateOf(app.listIconSizeDp) }
    var showIcon by remember(app.key) { mutableStateOf(app.showLabel) }
    var iconShape by remember(app.key) { mutableStateOf(app.iconShape) }
    var rotation by remember(app.key) { mutableFloatStateOf(app.rotationDeg) }

    EditDialogShell(
        title = info.label,",,
pilot-0238,progress_no_semantics,piratecash__pcash-wallet,piratecash__pcash-wallet/app/src/main/java/cash/p/terminal/modules/coin/overview/ui/CoinOverviewScreen.kt,Loading,CircularProgressIndicator without progressSemantics,"@Preview
@Composable
fun LoadingPreview() {
    cash.p.terminal.ui_compose.theme.ComposeAppTheme {
        Loading()
    }
}

@Composable
fun Error(message: String) {
    Box(
        modifier = Modifier.fillMaxSize(),
        contentAlignment = Alignment.Center
    ) {
        subhead2_grey(text = message)
    }",,
pilot-0212,pointerinput_no_semantics,android__nowinandroid,android__nowinandroid/core/designsystem/src/main/kotlin/com/google/samples/apps/nowinandroid/core/designsystem/component/scrollbar/Scrollbar.kt,Scrollbar,detectTapGestures without semantics/Role," * Returns the position of the scrollbar thumb on the track as a percentage
 */
private fun ScrollbarTrack.thumbPosition(
    dimension: Float,
): Float = max(
    a = min(
        a = dimension / size,
        b = 1f,
    ),
    b = 0f,
)

/**
 * Class definition for the core properties of a scroll bar
 */
@Immutable",,
pilot-0252,text_truncation_scaling,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,BookRow,maxLines = 1 with Ellipsis (clips at large font scale),"@OptIn(ExperimentalFoundationApi::class)
@Composable
internal fun BookRow(
    title: String,
    type: DocumentType,
    progressLabel: String?,
    pinned: Boolean,
    hasNote: Boolean = false,
    typeLabel: String? = null,
    extraMetadata: String? = null,
    selected: Boolean = false,
    onClick: () -> Unit,
) {
    @Suppress(""DEPRECATION"")
    val clipboard = LocalClipboardManager.current
    val context = LocalContext.current",,
pilot-0097,missing_content_description,zodl-inc__zodl-android,zodl-inc__zodl-android/feature-voting/src/main/java/co/electriccoin/zcash/ui/screen/voting/proposaldetail/VoteProposalDetailView.kt,ForumLinkRow,contentDescription = null,"
@Composable
private fun ForumLinkRow(onClick: () -> Unit) {
    Row(
        verticalAlignment = Alignment.CenterVertically,
        modifier =
            Modifier
                .fillMaxWidth()
                .clickable(onClick = onClick)
    ) {
        Surface(
            shape = CircleShape,
            color = ZashiColors.Surfaces.bgTertiary,
            modifier = Modifier.size(40.dp)
        ) {
            Icon(",,
pilot-0063,error_state_no_semantics,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/EffectEditorScreen.kt,EffectEditorScreen,isError set without semantics { error(...) },"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun EffectEditorScreen(
    onBack: () -> Unit,
    viewModel: EffectEditorViewModel = hiltViewModel(),
) {
    val state by viewModel.state.collectAsStateWithLifecycle()

    Scaffold(
        contentWindowInsets = WindowInsets(0),
        topBar = {
            CenterAlignedTopAppBar(
                title = {
                    Text(
                        stringResource(
                            if (state.isEdit) {",,
pilot-0091,missing_content_description,MohamadOday__iris-gallery,MohamadOday__iris-gallery/app/src/main/java/com/iris/gallery/ui/AboutScreen.kt,AboutLinkRow,contentDescription = null,"
@Composable
private fun AboutLinkRow(
    icon: ImageVector,
    title: String,
    subtitle: String,
    onClick: () -> Unit
) {
    Row(
        modifier = Modifier
            .fillMaxWidth()
            .clickable(onClick = onClick)
            .padding(vertical = 4.dp),
        verticalAlignment = Alignment.CenterVertically,
        horizontalArrangement = Arrangement.spacedBy(14.dp)
    ) {",,
pilot-0123,missing_interaction_semantics,lorenzovngl__FoodExpirationDates,lorenzovngl__FoodExpirationDates/app/src/main/java/com/lorenzovainigli/foodexpirationdates/feature/foodlist/presentation/component/FoodCard.kt,FoodCard,.clickable without onClickLabel,"
@Composable
fun FoodCard(
    item: FoodCardUiModel,
    onClickEdit: () -> Unit,
    onClickDelete: () -> Unit,
    modifier: Modifier = Modifier
) {
    val spacing = LocalSpacing.current
    val expiration = item.expirationText
    val backgroundColor = getExpirationColor(
        expirationStatus = item.expirationStatus,
        daysUntilExpiration = item.daysUntilExpiration,
        isDarkTheme = isSystemInDarkTheme(),
    )
    val foodNameTextColor = MaterialTheme.colorScheme.onSurface",,
pilot-0158,missing_merge_descendants,iOrchid__android-jetpack-demo,iOrchid__android-jetpack-demo/compose/src/main/java/org/zhiwei/compose/screen/basic/material3/ButtonScreen.kt,Button_Screen,"clickable Row with 3 Text children, no mergeDescendants"," */
@Composable
internal fun Button_Screen(modifier: Modifier = Modifier) {

    LazyColumn(modifier.fillMaxSize()) {

        item {
            Title_Text(title = ""Button"")
            //1、普通的常规属性
            Title_Desc_Text(desc = ""1、button 常用属性如圆角，禁用，图标，背景色阴影边框等"")
            Row(
                Modifier
                    .fillMaxWidth()
                    .padding(5.dp), horizontalArrangement = Arrangement.SpaceEvenly
            ) {
                Button(onClick = {/*点击事件是在这里处理*/ }) {",,
pilot-0272,textfield_no_label,joelkanyi__NewsApp,joelkanyi__NewsApp/presentation/src/main/java/io/github/joelkanyi/presentation/search/SearchNewsScreen.kt,SearchTextField,TextField with placeholder but no label,"
@Composable
fun SearchTextField(
    focusRequester: FocusRequester,
    searchValue: String,
    onSearchValueChange: (String) -> Unit,
    modifier: Modifier = Modifier
) {
    TextField(
        modifier = modifier
            .testTag(stringResource(R.string.search_news_text_field))
            .focusRequester(focusRequester),
        value = searchValue,
        onValueChange = onSearchValueChange,
        placeholder = {
            Text(",,
pilot-0153,missing_merge_descendants,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/WhatsNewDialog.kt,WhatsNewDialog,"clickable Row with 2 Text children, no mergeDescendants","
@Composable
fun WhatsNewDialog(onClose: () -> Unit) {
    var page by rememberSaveable { mutableIntStateOf(0) }
    val pageCount = 5

    Dialog(
        onDismissRequest = onClose,
        properties = DialogProperties(usePlatformDefaultWidth = false),
    ) {
        BoxWithConstraints(
            modifier = Modifier
                .fillMaxSize()
                .background(ZhishengBg.copy(alpha = 0.90f))
                .safeDrawingPadding()
                .padding(12.dp),",,
pilot-0017,clickable_icon_not_iconbutton,Angel-Studio__SoundTap,Angel-Studio__SoundTap/app/src/main/java/fr/angel/soundtap/ui/components/MediaCards.kt,PlaybackCard,Icon made clickable directly instead of IconButton,"
@Composable
fun PlaybackCard(
	modifier: Modifier,
	media: MediaCallback,
	packageInfo: ResolveInfo,
) {
	val context = LocalContext.current
	val packageManager = context.packageManager

	val song =
		media.playingSong ?: run {
			EmptyPlayerCard(
				modifier = modifier,
				packageInfo = packageInfo,
			)",,
pilot-0138,missing_interaction_semantics,OMGSoundboard__android-app,OMGSoundboard__android-app/app/src/main/java/audio/omgsoundboard/presentation/composables/AboutItem.kt,AboutItem,.clickable without onClickLabel,"
@Composable
fun AboutItem(icon: Int, title: Int, onClick: () -> Unit){
    Row(
        modifier = Modifier
            .padding(horizontal = 16.dp, vertical = 12.dp)
            .clickable { onClick() },
        horizontalArrangement = Arrangement.Start,
        verticalAlignment = Alignment.CenterVertically
    ) {

        Icon(
            painter = painterResource(id = icon),

            contentDescription = null
        )",,
pilot-0131,missing_interaction_semantics,higorslva__biketrackd,higorslva__biketrackd/app/src/main/java/com/biketrackd/app/ui/components/CitySearchDialog.kt,CitySearchDialog,.clickable without onClickLabel,"
@Composable
fun CitySearchDialog(
    onCitySelected: (CityResult) -> Unit,
    onDismiss: () -> Unit,
) {
    var query by remember { mutableStateOf("""") }
    val results = remember { mutableStateListOf<CityResult>() }
    var isLoading by remember { mutableStateOf(false) }
    var searchJob by remember { mutableStateOf<Job?>(null) }
    val scope = rememberCoroutineScope()

    AlertDialog(
        onDismissRequest = onDismiss,
        title = { Text(stringResource(R.string.dialog_city_search)) },
        text = {",,
pilot-0198,missing_state_description,dononcharles__NiceToast,dononcharles__NiceToast/app/src/main/java/com/dononcharles/nicetoastapp/MainActivity.kt,MainScreen,Checkbox without stateDescription,"
@Composable
fun MainScreen(
    modifier: Modifier = Modifier,
    fontFamily: FontFamily,
    useCustom: Boolean,
    isDarkMode: Boolean,
    onDarkModeChecked: (Boolean) -> Unit,
    fullBackground: Boolean,
    onFullBackgroundChecked: (Boolean) -> Unit,
    onSwitchChange: (Boolean) -> Unit,
    onSuccessClick: () -> Unit,
    onErrorClick: () -> Unit,
    onWarningClick: () -> Unit,
    onInfoClick: () -> Unit,
    onDeleteClick: () -> Unit,",,
pilot-0136,missing_interaction_semantics,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/SettingsScreen.kt,LandscapeSettingsRail,.clickable without onClickLabel,"/** 横屏专用索引：常规横屏完整露出四类，极矮窗口仍可滚动访问，右侧只滚当前类别。 */
@Composable
private fun LandscapeSettingsRail(
    selected: Int,
    onSelected: (Int) -> Unit,
    modifier: Modifier = Modifier,
) {
    val sections = listOf(
        Triple(""01//"", ""数据与位置"", ""DATA / LOCATION""),
        Triple(""02//"", ""首页内容"", ""HOME CONTENT""),
        Triple(""03//"", ""外观与设备"", ""DISPLAY / DEVICE""),
        Triple(""04//"", ""关于枳生"", ""ABOUT""),
    )
    LazyColumn(
        modifier = modifier.background(ZhishengSurface.copy(alpha = 0.72f)).padding(8.dp),
        verticalArrangement = Arrangement.spacedBy(4.dp),",,
pilot-0181,missing_state_description,chmouel__noise-timer,chmouel__noise-timer/app/src/main/kotlin/com/chmouel/noisetimer/MainActivity.kt,NoiseTimerScreen,Switch without stateDescription,"
@Composable
fun NoiseTimerScreen() {
    val context = LocalContext.current
    val state by NoiseEngine.state.collectAsStateWithLifecycle()
    var customMinutesText by remember { mutableStateOf("""") }

    // Play/Pause are the only actions that need to go through the service,
    // since starting/stopping the foreground service (and its lifetime) is
    // the service's whole job.
    fun sendPlaybackAction(action: String) {
        NoiseService.start(context, action)
    }

    val accent by animateColorAsState(state.noiseType.accent(), tween(600), label = ""accent"")
    val background = MaterialTheme.colorScheme.background",,
pilot-0147,missing_merge_descendants,GetStream__whatsApp-clone-compose,GetStream__whatsApp-clone-compose/features/calls/src/main/kotlin/io/getstream/whatsappclone/calls/WhatsAppCallHistory.kt,WhatsAppCallHistory,"clickable Row with 2 Text children, no mergeDescendants","
@Composable
fun WhatsAppCallHistory(
  whatsAppUser: WhatsAppUser,
  onItemClicked: () -> Unit
) {
  Box {
    Row(
      modifier = Modifier
        .fillMaxSize()
        .clickable { onItemClicked() }
        .padding(12.dp),
      verticalAlignment = Alignment.CenterVertically
    ) {
      GlideImage(
        modifier = Modifier",,
pilot-0028,color_contrast,ArcaDone__AwesomeUI,ArcaDone__AwesomeUI/sharedUI/src/commonMain/kotlin/com/arcadone/awesomeui/components/chart/progreessionchart/ProgressionChartDoubleGesture.kt,FullAnalyticsPreview,4 hardcoded Color literals with Text,"@Preview(name = ""Premium Analytics Preview"", showBackground = true)
@Composable
fun FullAnalyticsPreview() {
    val analyticsData = listOf(
        ChartDataPoint(45f, ""Jan 01""),
        ChartDataPoint(52f, ""Jan 05""),
        ChartDataPoint(48f, ""Jan 10""),
        ChartDataPoint(65f, ""Jan 15""),
        ChartDataPoint(82f, ""Jan 20""),
        ChartDataPoint(78f, ""Jan 25""),
        ChartDataPoint(95f, ""Jan 30""),
    )

    var currentRange by remember {
        mutableStateOf<RangeSelectionData?>(RangeSelectionData(65f, 78f, ""Jan 15"", ""Jan 25"", 13f))
    }",,
pilot-0012,clickable_icon_not_iconbutton,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/people/PeopleListScreen.kt,PersonGridItem,Icon made clickable directly instead of IconButton,"@OptIn(ExperimentalGlideComposeApi::class)
@Composable
private fun PersonGridItem(
    person: PersonInfo,
    onClick: () -> Unit
) {
    Column(
        horizontalAlignment = Alignment.CenterHorizontally,
        verticalArrangement = Arrangement.spacedBy(16.dp)
    ) {
        if (person.thumbnailUrl != null) {
            GlideImage(
                model = person.thumbnailUrl.toUri(),
                contentDescription = person.name,
                modifier = Modifier
                    .size(100.dp)",,
pilot-0271,textfield_no_label,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/screen/CreateTweetScreen.kt,CreateTweetScreen,TextField with placeholder but no label,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun CreateTweetScreen(homeViewModel: HomeViewModel, navController: NavController) {
    val user = DemoData.demoUser
    var text by rememberSaveable {
        mutableStateOf("""")
    }
    Scaffold(
        floatingActionButton = {
            FloatingActionButton(onClick = {
                homeViewModel.updateTweet(
                    tweet = Tweet(description = text, userId = user.id)
                )
                navController.popBackStack()
            }) {
                Icon(Icons.Default.Done, contentDescription = ""Add"")",,
pilot-0019,clickable_icon_not_iconbutton,Pool-Of-Tears__Myne,Pool-Of-Tears__Myne/app/src/main/java/com/starry/myne/ui/screens/settings/composables/AboutScreen.kt,LinkButton,Icon made clickable directly instead of IconButton,"
@Composable
private fun LinkButton(
    text: String,
    icon: ImageVector,
    onClick: () -> Unit,
) {
    Row(
        verticalAlignment = Alignment.CenterVertically,
        modifier = Modifier
            .clickable { onClick() }
            .padding(all = 4.dp),
    ) {
        Icon(
            imageVector = icon,
            contentDescription = null,",,
pilot-0117,missing_heading_semantics,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/todo/step/ui/StepScreenExp.kt,TaskCell,headlineSmall text without heading(),"
@Composable
private fun TaskCell(
    name: TextFieldValue,
    color: Color,
    leftIcon: ImageVector,
    onValueChange: (TextFieldValue) -> Unit,
    onFocusChanged: (FocusState) -> Unit,
    onStatusClick: () -> Unit
) {
    val focusManager = LocalFocusManager.current

    Column {
        Row(
            verticalAlignment = Alignment.CenterVertically,
            modifier = Modifier.padding(all = 8.dp)",,
pilot-0121,missing_interaction_semantics,isotjs__todosian-app,isotjs__todosian-app/app/src/main/java/com/isotjs/todosian/ui/settings/SettingsScreen.kt,SettingsScreen,.clickable without onClickLabel,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun SettingsScreen(
    fileRepository: FileRepository,
    appSettingsRepository: AppSettingsRepository,
    preferencesManager: PreferencesManager,
    onBack: () -> Unit,
    onRequireOnboarding: () -> Unit,
    modifier: Modifier = Modifier,
) {
    val viewModel: SettingsViewModel = viewModel(
        factory = SettingsViewModelFactory(fileRepository),
    )

    var showChangelogSheet by remember { mutableStateOf(false) }
",,
pilot-0201,pointerinput_no_semantics,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/KeyPad.kt,RowScope,detectTapGestures without semantics/Role,"
@Composable
fun RowScope.DialButton(
    title: Char,
    subtitle: String,
    onTapDown: (Char) -> Unit,
    onTapUp: () -> Unit
) {
    val interactionSource = remember { MutableInteractionSource() }

    Column(
        modifier = Modifier
            .weight(1f)
            .height(56.dp)
            .background(
                shape = RoundedCornerShape(16.dp),",,
pilot-0230,progress_no_semantics,RisorseArtificiali__anti-vocale,RisorseArtificiali__anti-vocale/app/src/main/java/com/antivocale/app/ui/components/ModelVariantCard.kt,DownloadProgressView,LinearProgressIndicator without progressSemantics," */
@Composable
internal fun DownloadProgressView(
    downloadState: DownloadState,
    downloadProgress: Float,
    showExtractingFileSize: Boolean = false
) {
    when (val state = downloadState) {
        is DownloadState.Downloading -> {
            // TASK-384: talkback reads the same percentage the sighted UI shows
            val percentText = ""${(downloadProgress * 100).toInt()}%""
            Column(verticalArrangement = Arrangement.spacedBy(4.dp)) {
                Row(
                    modifier = Modifier.fillMaxWidth(),
                    horizontalArrangement = Arrangement.SpaceBetween
                ) {",,
pilot-0189,missing_state_description,shardulvs__pdfinspector-android,shardulvs__pdfinspector-android/app/src/main/java/SVS/pdfinspector/ui/ElementEditSheet.kt,ElementEditSheet,Checkbox without stateDescription,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun ElementEditSheet(
    target: EditTarget,
    onApply: (EditRequest) -> Unit,
    onImportFont: (Uri) -> Unit,
    onDismiss: () -> Unit,
) {
    val caps = target.caps
    val id = target.node.id
    var x by remember(id) { mutableStateOf(fmt(target.x)) }
    var y by remember(id) { mutableStateOf(fmt(target.y)) }
    var w by remember(id) { mutableStateOf(fmt(target.w)) }
    var h by remember(id) { mutableStateOf(fmt(target.h)) }
    var fill by remember(id) { mutableStateOf(target.fillArgb?.let(::argbToHex) ?: """") }
    var stroke by remember(id) { mutableStateOf(target.strokeArgb?.let(::argbToHex) ?: """") }",,
pilot-0266,textfield_no_label,beradeep__aiyo,beradeep__aiyo/ui/src/main/java/com/beradeep/aiyo/ui/screens/chat/components/RenameConversationDialog.kt,RenameConversationDialog,OutlinedTextField with placeholder but no label,"
@Composable
fun RenameConversationDialog(
    initial: String,
    onSave: (String) -> Unit,
    onDismiss: () -> Unit
) {
    var key by remember { mutableStateOf(initial) }
    AlertDialog(
        onDismissRequest = onDismiss,
        onConfirmClick = { onSave(key) },
        title = ""Rename conversation"",
        text = ""Rename conversation"",
        confirmButtonText = ""Rename"",
        dismissButtonText = ""Cancel"",
        content = {",,
pilot-0083,missing_content_description,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/AddEditPasswordScreen.kt,AddEditPasswordScreen,contentDescription = null,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun AddEditPasswordScreen(
    passwordViewModel: PasswordViewModel,
    categoryViewModel: CategoryViewModel,
    passwordId: Int?,
    onNavigateBack: () -> Unit,
    onNavigateToGenerator: () -> Unit
) {
    val uiState by passwordViewModel.uiState.collectAsStateWithLifecycle()
    val categories by categoryViewModel.categories.collectAsStateWithLifecycle()
    val snackbarHostState = remember { SnackbarHostState() }

    var title by rememberSaveable { mutableStateOf("""") }
    var username by rememberSaveable { mutableStateOf("""") }
    var password by rememberSaveable { mutableStateOf("""") }",,
pilot-0169,missing_semantics_role,Waboodoo__HTTP-Shortcuts,Waboodoo__HTTP-Shortcuts/HTTPShortcuts/app/src/main/kotlin/ch/rmy/android/http_shortcuts/activities/documentation/DocumentationScreen.kt,SearchBar,.clickable without Role,"
@Composable
private fun SearchBar(
    modifier: Modifier = Modifier,
    query: String,
    results: Pair<Int, Int>?,
    onQueryChanged: (String?) -> Unit,
    onNext: (SearchDirection) -> Unit,
) {
    val focusRequester = remember {
        FocusRequester()
    }
    val keyboard = LocalSoftwareKeyboardController.current

    Row(
        modifier = Modifier",,
pilot-0167,missing_semantics_role,NicosNicolaou16__Pokedex_Compose,NicosNicolaou16__Pokedex_Compose/app/src/main/java/com/nicos/pokedex_compose/presentation/generic_compose_views/Toolbar.kt,CustomToolbar,.clickable without Role,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun CustomToolbar(title: Int, backButton: (() -> Unit)? = null) {
    CenterAlignedTopAppBar(
        title = {
            Text(
                stringResource(title),
                style = TextStyle(
                    color = Color.White,
                    fontWeight = FontWeight.Bold,
                    fontSize = 21.sp
                )
            )
        },
        navigationIcon = {
            if (backButton != null)",,
pilot-0100,missing_content_description,Chesire__Nekome,Chesire__Nekome/features/login/src/main/java/com/chesire/nekome/app/login/credentials/ui/CredentialsScreen.kt,PasswordInput,contentDescription = null,"
@Composable
private fun PasswordInput(
    password: String,
    isLoggingIn: Boolean,
    isPasswordError: Boolean,
    onPasswordChanged: (String) -> Unit,
    onLoginPressed: () -> Unit
) {
    val keyboardController = LocalSoftwareKeyboardController.current
    var passwordVisible by rememberSaveable { mutableStateOf(false) }
    OutlinedTextField(
        value = password,
        onValueChange = onPasswordChanged,
        leadingIcon = {
            Icon(",,
pilot-0135,missing_interaction_semantics,Antoine-lab-pixel__BoxingClock,Antoine-lab-pixel__BoxingClock/app/src/main/java/com/antoinelabpixel/boxingclock/ui/screens/SettingsScreen.kt,SettingRow,.clickable without onClickLabel,"
@Composable
private fun SettingRow(label: String, value: String, onClick: () -> Unit) {
    Row(
        modifier = Modifier
            .fillMaxWidth()
            .clickable(onClick = onClick)
            .padding(horizontal = 16.dp, vertical = 20.dp),
        horizontalArrangement = Arrangement.SpaceBetween,
        verticalAlignment = Alignment.CenterVertically
    ) {
        Text(label, fontSize = 20.sp, fontWeight = FontWeight.Bold)
        Text(value, fontSize = 20.sp, color = MaterialTheme.colorScheme.primary)
    }
}
",,
pilot-0202,pointerinput_no_semantics,wisnukurniawan__Compose-Expense,wisnukurniawan__Compose-Expense/app/src/main/java/com/wisnu/kurniawan/wallee/features/transaction/detail/ui/TransactionDetailScreen.kt,TransactionDetailScreen,detectTapGestures without semantics/Role,"
@Composable
fun TransactionDetailScreen(
    viewModel: TransactionDetailViewModel,
    onClosePage: () -> Unit,
    onCancelClick: () -> Unit,
    onAccountSectionClick: () -> Unit,
    onAddAccountClick: () -> Unit,
    onCategorySectionClick: () -> Unit,
    onTransferAccountSectionClick: () -> Unit,
) {
    val state by viewModel.state.collectAsStateWithLifecycle()

    val focusRequester = remember { FocusRequester() }
    val localFocusManager = LocalFocusManager.current
    val activity = LocalContext.current as AppCompatActivity",,
pilot-0213,pointerinput_no_semantics,dmzz-yyhyy__LightNovelReader,dmzz-yyhyy__LightNovelReader/app/src/main/kotlin/indi/dmzz_yyhyy/lightnovelreader/ui/components/ElasticContainer.kt,ElasticPressContainer,detectTapGestures without semantics/Role,"
@Composable
fun ElasticPressContainer(
    pagerState: PagerState,
    modifier: Modifier = Modifier,
    content: @Composable BoxScope.() -> Unit
) {
    var pressed by remember { mutableStateOf(false) }
    val targetScale =
        when {
            pressed -> 0.98f
            pagerState.isScrollInProgress -> 0.97f
            else -> 1f
        }

    val scale by animateFloatAsState(",,
pilot-0298,touch_target_size,GetStream__stream-draw-android,GetStream__stream-draw-android/app/src/main/kotlin/io/getstream/streamdraw/ui/components/SketchbookControlMenu.kt,SketchbookControlMenu,size(40.dp) on interactive element,"
@Composable
fun SketchbookControlMenu(
    controller: SketchbookController,
) {
    val context = LocalContext.current
    Row(
        modifier = Modifier
            .fillMaxWidth()
            .padding(10.dp),
        horizontalArrangement = Arrangement.SpaceAround,
        verticalAlignment = Alignment.CenterVertically
    ) {
        Icon(
            modifier = Modifier
                .clickable {",,
