rater_row_id,item_id,detector_category,A_verdict,B_verdict,A_category,B_category,A_notes,B_notes,adjudicated_verdict,adjudicated_category,adjudicator_notes
r0274,pilot-0190,missing_state_description,NO_ISSUE,HANDLED,none,none,"Row.toggleable(role=Role.Switch) with minimumInteractiveComponentSize, merged PreferenceText, and a Switch rendered without its own ripple. Textbook implementation.",The parent uses toggleable/selectable semantics with the correct role and label; the child control is display-only.,HANDLED,,
r0275,pilot-0299,touch_target_size,ISSUE,HANDLED,missing_content_description,none,"ColorSwatch (32dp) inside a clickable expander Row; the swatch has no description so the current color is not announced, and the Row has no role or expanded state. The expand Icon is described, which partly names the row.","The small visual is inside a larger padded/clickable parent, so the effective target is not limited to the icon's size.",ISSUE,missing_content_description,
r0276,pilot-0188,missing_state_description,NO_ISSUE,HANDLED,none,none,ListItem.toggleable(role=Role.Switch) with Switch(onCheckedChange=null); toggleable merges headline and supporting text. Correct.,The parent uses toggleable/selectable semantics with the correct role and label; the child control is display-only.,HANDLED,,
r0277,pilot-0170,missing_semantics_role,ISSUE,ISSUE,missing_content_description,missing_semantics_role,"Demo: outer Box.clickable and nested Surface.clickable, neither with a name or role; the outer Box has no text child so it is an anonymous clickable. Illustrative sample code, low.",Nested clickable containers expose competing actions and ambiguous semantics at the anchored outer click target.,ISSUE,missing_interaction_semantics,CATEGORY ONLY: both agree on verdict; pick category
r0278,pilot-0059,decorative_mislabeled,ISSUE,ISSUE,decorative_mislabeled,none,IconButton navigating to detail has its Icon described 'next icon'; the word 'icon' is noise and the name does not say what it opens. Should be 'View details' or similar.,The spoken label is a hard-coded string rather than a localized resource.,ISSUE,decorative_mislabeled,R5 localization is out of scope; A label stands
r0279,pilot-0049,decorative_mislabeled,ISSUE,ISSUE,decorative_mislabeled,none,"Menu IconButton with a no-op onClick and Icon described 'menu'; the description is fine as a name, but a named action that does nothing misleads TalkBack users. Borderline; the naming itself is acceptable.",The spoken label is a hard-coded string rather than a localized resource.,ISSUE,decorative_mislabeled,R5 localization is out of scope; A label stands
r0280,pilot-0236,progress_no_semantics,ISSUE,NO_ISSUE,progress_no_semantics,none,"Indeterminate LinearProgressIndicator shown while fetching, no label; progress bar announces without context.","The imported progress indicator is a project-specific wrapper, not the Material component targeted by this pattern.",HANDLED,none,R1 framework supplies progress role; no label -> other_issues
r0283,pilot-0161,missing_semantics_role,ISSUE,ISSUE,missing_semantics_role,missing_interaction_semantics,Copy-ID Row.clickable with no role; name from merged text and 'Copy ID' Icon description. bodySmall text plus a 14dp icon with no padding inside the clickable gives a target well under 48dp.,The click action is unlabeled or its visible label does not describe the action exposed at this node.,ISSUE,missing_semantics_role,CATEGORY ONLY: both agree on verdict; pick category
r0285,pilot-0192,missing_state_description,NO_ISSUE,HANDLED,none,none,"Duplicate of r0274 (fork of the same project, anchor 39). Row.toggleable(role=Switch) with minimumInteractiveComponentSize. Correct.",The parent uses toggleable/selectable semantics with the correct role and label; the child control is display-only.,HANDLED,,
r0288,pilot-0131,missing_interaction_semantics,ISSUE,NO_ISSUE,missing_semantics_role,none,City result Text.clickable with no role; bodyMedium plus 8dp vertical padding inside the clickable gives roughly 36dp. Name is the city text.,The clickable container has meaningful descendant text or image description that supplies its accessible name.,ISSUE,missing_semantics_role,R2 missing Role.Button on clickable container
r0290,pilot-0100,missing_content_description,NO_ISSUE,HANDLED,none,none,Leading lock Icon with null description inside a labeled password field; decorative. The visibility toggle is an IconButton with a state-aware description. Correct.,"The icon/image is decorative within a labeled parent, so a null content description correctly avoids duplicate speech.",HANDLED,,
r0291,pilot-0088,missing_content_description,NO_ISSUE,ISSUE,none,none,IconButton with Icon 'Back'. Correct.,The spoken label is a hard-coded string rather than a localized resource.,NO_ISSUE,none,R5 localization is out of scope; A label stands
r0293,pilot-0122,missing_interaction_semantics,ISSUE,ISSUE,missing_content_description,missing_interaction_semantics,"Amount display Text made clickable (indication=null) to focus a hidden 1dp text field; the visible element has no role or label saying it edits the amount, and the real input is alpha 0 and 1dp, which is a hidden-control pattern TalkBack handles poorly.",The click action is unlabeled or its visible label does not describe the action exposed at this node.,ISSUE,missing_interaction_semantics,CATEGORY ONLY: both agree on verdict; pick category
r0295,pilot-0021,color_contrast,NO_ISSUE,UNSURE,none,,"Anchor is a 2dp border color (#4CAF50 vs outline) used as a success flash, not text. Success is also shown by an Icon + Text row, so color is not the only cue.","The final foreground/background pair depends on theme values, alpha compositing, or a backdrop not resolved in the visible source.",NO_ISSUE,,
r0296,pilot-0189,missing_state_description,ISSUE,ISSUE,missing_merge_descendants,missing_interaction_semantics,Checkbox and its label Text are unassociated siblings in an unmerged Row; the Checkbox focuses without a name. State announced natively.,The toggle/radio/checkbox is not given a merged label and stateful role at the actionable node.,ISSUE,missing_merge_descendants,CATEGORY ONLY: both agree on verdict; pick category
r0297,pilot-0072,error_state_no_semantics,UNSURE,HANDLED,error_state_no_semantics,none,isError and errorText passed into a custom EmailTextField not in the window; likely rendered via supportingText but cannot confirm.,The field receives visible supporting/error content (or an error-label parameter) together with its error state.,UNSURE,,
