model,item_id,pred,gold,correct,conf
phi3,pilot-0018,True,True,True,90.0
phi3,pilot-0019,True,True,True,90.0
phi3,pilot-0020,True,True,True,90.0
phi3,pilot-0021,True,False,False,90.0
phi3,pilot-0024,True,False,False,90.0
phi3,pilot-0025,True,True,True,90.0
phi3,pilot-0030,True,False,False,90.0
phi3,pilot-0038,True,False,False,90.0
phi3,pilot-0039,True,True,True,90.0
phi3,pilot-0040,True,True,True,90.0
phi3,pilot-0043,True,True,True,
phi3,pilot-0044,True,False,False,90.0
phi3,pilot-0045,True,True,True,90.0
phi3,pilot-0046,False,False,True,98.0
phi3,pilot-0047,True,False,False,95.0
phi3,pilot-0048,True,False,False,90.0
phi3,pilot-0049,True,True,True,95.0
phi3,pilot-0050,True,True,True,
phi3,pilot-0052,True,True,True,
phi3,pilot-0056,True,True,True,95.0
phi3,pilot-0057,True,False,False,
phi3,pilot-0058,True,False,False,
phi3,pilot-0059,True,True,True,
phi3,pilot-0060,True,True,True,
phi3,pilot-0062,True,False,False,
phi3,pilot-0064,True,False,False,95.0
phi3,pilot-0065,True,False,False,
phi3,pilot-0067,True,False,False,
phi3,pilot-0068,True,False,False,
phi3,pilot-0069,True,False,False,90.0
phi3,pilot-0073,True,False,False,95.0
phi3,pilot-0074,True,False,False,90.0
phi3,pilot-0079,True,False,False,95.0
phi3,pilot-0036,True,False,False,90.0
phi3,pilot-0041,True,False,False,90.0
phi3,pilot-0051,True,True,True,90.0
phi3,pilot-0053,True,False,False,
phi3,pilot-0054,True,True,True,90.0
phi3,pilot-0063,True,False,False,90.0
phi3,pilot-0252,True,True,True,90.0
phi3,pilot-0254,True,True,True,90.0
phi3,pilot-0255,True,True,True,90.0
phi3,pilot-0256,True,True,True,90.0
phi3,pilot-0257,True,False,False,90.0
phi3,pilot-0258,True,True,True,90.0
phi3,pilot-0259,True,True,True,90.0
phi3,pilot-0260,True,False,False,90.0
phi3,pilot-0261,True,True,True,90.0
phi3,pilot-0262,True,False,False,90.0
phi3,pilot-0263,True,True,True,90.0
phi3,pilot-0264,True,True,True,90.0
phi3,pilot-0266,True,False,False,90.0
phi3,pilot-0267,True,True,True,90.0
phi3,pilot-0268,True,True,True,90.0
phi3,pilot-0270,True,False,False,90.0
phi3,pilot-0271,True,True,True,90.0
phi3,pilot-0272,True,True,True,90.0
phi3,pilot-0273,True,True,True,85.0
phi3,pilot-0274,True,True,True,95.0
phi3,pilot-0277,True,True,True,
phi3,pilot-0280,True,False,False,
phi3,pilot-0282,True,False,False,95.0
phi3,pilot-0288,True,False,False,95.0
phi3,pilot-0289,True,True,True,
phi3,pilot-0296,True,False,False,
phi3,pilot-0297,True,False,False,
qwen-coder,pilot-0002,True,True,True,100.0
qwen-coder,pilot-0003,True,True,True,90.0
qwen-coder,pilot-0005,True,True,True,80.0
qwen-coder,pilot-0006,True,True,True,100.0
qwen-coder,pilot-0007,True,False,False,100.0
qwen-coder,pilot-0008,True,True,True,100.0
qwen-coder,pilot-0009,True,True,True,100.0
qwen-coder,pilot-0010,True,True,True,100.0
qwen-coder,pilot-0011,True,True,True,100.0
qwen-coder,pilot-0014,True,True,True,100.0
qwen-coder,pilot-0015,True,True,True,100.0
qwen-coder,pilot-0016,True,True,True,100.0
qwen-coder,pilot-0017,True,True,True,90.0
qwen-coder,pilot-0018,True,True,True,100.0
qwen-coder,pilot-0019,True,True,True,90.0
qwen-coder,pilot-0020,True,True,True,100.0
qwen-coder,pilot-0021,True,False,False,100.0
qwen-coder,pilot-0022,True,False,False,100.0
qwen-coder,pilot-0024,True,False,False,90.0
qwen-coder,pilot-0025,True,True,True,100.0
qwen-coder,pilot-0027,True,False,False,90.0
qwen-coder,pilot-0030,True,False,False,100.0
qwen-coder,pilot-0036,True,False,False,90.0
qwen-coder,pilot-0038,True,False,False,100.0
qwen-coder,pilot-0039,False,True,False,100.0
qwen-coder,pilot-0040,False,True,False,100.0
qwen-coder,pilot-0041,False,False,True,100.0
qwen-coder,pilot-0043,True,True,True,100.0
qwen-coder,pilot-0044,False,False,True,100.0
qwen-coder,pilot-0045,True,True,True,90.0
qwen-coder,pilot-0046,False,False,True,100.0
qwen-coder,pilot-0047,False,False,True,100.0
qwen-coder,pilot-0048,True,False,False,90.0
qwen-coder,pilot-0049,True,True,True,100.0
qwen-coder,pilot-0050,True,True,True,90.0
qwen-coder,pilot-0051,True,True,True,100.0
qwen-coder,pilot-0052,False,True,False,100.0
qwen-coder,pilot-0053,True,False,False,90.0
qwen-coder,pilot-0054,True,True,True,90.0
qwen-coder,pilot-0057,True,False,False,100.0
qwen-coder,pilot-0058,True,False,False,90.0
qwen-coder,pilot-0059,True,True,True,100.0
qwen-coder,pilot-0060,False,True,False,100.0
qwen-coder,pilot-0061,True,False,False,100.0
qwen-coder,pilot-0062,True,False,False,100.0
qwen-coder,pilot-0063,False,False,True,100.0
qwen-coder,pilot-0064,False,False,True,100.0
qwen-coder,pilot-0065,True,False,False,100.0
qwen-coder,pilot-0067,True,False,False,100.0
qwen-coder,pilot-0068,True,False,False,100.0
qwen-coder,pilot-0069,True,False,False,100.0
qwen-coder,pilot-0073,True,False,False,100.0
qwen-coder,pilot-0074,False,False,True,100.0
qwen-coder,pilot-0076,True,False,False,100.0
qwen-coder,pilot-0078,False,False,True,100.0
qwen-coder,pilot-0079,True,False,False,90.0
qwen-coder,pilot-0080,False,False,True,100.0
qwen-coder,pilot-0081,True,False,False,90.0
qwen-coder,pilot-0082,True,False,False,100.0
qwen-coder,pilot-0083,True,False,False,80.0
qwen-coder,pilot-0084,True,True,True,100.0
qwen-coder,pilot-0085,True,False,False,100.0
qwen-coder,pilot-0086,True,False,False,100.0
qwen-coder,pilot-0087,True,False,False,90.0
qwen-coder,pilot-0088,True,False,False,100.0
qwen-coder,pilot-0089,True,False,False,100.0
qwen-coder,pilot-0090,True,False,False,90.0
qwen-coder,pilot-0091,True,False,False,90.0
qwen-coder,pilot-0092,True,False,False,90.0
qwen-coder,pilot-0093,True,False,False,100.0
qwen-coder,pilot-0094,True,False,False,100.0
qwen-coder,pilot-0095,True,False,False,80.0
qwen-coder,pilot-0096,True,False,False,100.0
qwen-coder,pilot-0097,True,False,False,90.0
qwen-coder,pilot-0098,True,False,False,100.0
qwen-coder,pilot-0099,True,True,True,90.0
qwen-coder,pilot-0100,False,False,True,100.0
qwen-coder,pilot-0101,True,False,False,100.0
qwen-coder,pilot-0102,True,True,True,90.0
qwen-coder,pilot-0103,True,True,True,100.0
qwen-coder,pilot-0104,True,True,True,90.0
qwen-coder,pilot-0105,True,True,True,100.0
qwen-coder,pilot-0106,False,True,False,100.0
qwen-coder,pilot-0107,False,True,False,100.0
qwen-coder,pilot-0108,False,True,False,100.0
qwen-coder,pilot-0109,True,True,True,100.0
qwen-coder,pilot-0110,True,True,True,90.0
qwen-coder,pilot-0111,True,True,True,100.0
qwen-coder,pilot-0112,True,False,False,90.0
qwen-coder,pilot-0113,True,True,True,100.0
qwen-coder,pilot-0114,True,True,True,100.0
qwen-coder,pilot-0115,True,True,True,90.0
qwen-coder,pilot-0116,False,True,False,100.0
qwen-coder,pilot-0117,False,False,True,100.0
qwen-coder,pilot-0118,False,True,False,100.0
qwen-coder,pilot-0119,True,True,True,90.0
qwen-coder,pilot-0120,True,False,False,100.0
qwen-coder,pilot-0121,True,False,False,100.0
qwen-coder,pilot-0122,True,True,True,90.0
qwen-coder,pilot-0123,True,True,True,100.0
qwen-coder,pilot-0124,True,True,True,100.0
qwen-coder,pilot-0125,True,True,True,100.0
qwen-coder,pilot-0126,True,True,True,100.0
qwen-coder,pilot-0127,True,True,True,90.0
qwen-coder,pilot-0128,False,True,False,100.0
qwen-coder,pilot-0129,True,True,True,90.0
qwen-coder,pilot-0130,True,True,True,90.0
qwen-coder,pilot-0131,True,True,True,90.0
qwen-coder,pilot-0132,True,True,True,90.0
qwen-coder,pilot-0134,True,True,True,100.0
qwen-coder,pilot-0135,True,True,True,90.0
qwen-coder,pilot-0136,True,False,False,100.0
qwen-coder,pilot-0137,True,True,True,90.0
qwen-coder,pilot-0139,True,True,True,90.0
qwen-coder,pilot-0140,True,True,True,100.0
qwen-coder,pilot-0141,True,False,False,100.0
qwen-coder,pilot-0142,True,False,False,100.0
qwen-coder,pilot-0143,True,False,False,100.0
qwen-coder,pilot-0144,True,False,False,90.0
qwen-coder,pilot-0145,True,False,False,90.0
qwen-coder,pilot-0146,True,False,False,100.0
qwen-coder,pilot-0147,True,True,True,100.0
qwen-coder,pilot-0148,True,False,False,100.0
qwen-coder,pilot-0149,False,False,True,100.0
qwen-coder,pilot-0150,False,False,True,100.0
qwen-coder,pilot-0151,True,False,False,90.0
qwen-coder,pilot-0152,True,False,False,100.0
qwen-coder,pilot-0153,True,False,False,90.0
qwen-coder,pilot-0154,True,False,False,90.0
qwen-coder,pilot-0155,True,False,False,100.0
qwen-coder,pilot-0156,True,False,False,100.0
qwen-coder,pilot-0157,True,False,False,100.0
qwen-coder,pilot-0158,True,False,False,100.0
qwen-coder,pilot-0159,True,True,True,100.0
qwen-coder,pilot-0160,True,False,False,90.0
qwen-coder,pilot-0161,True,True,True,100.0
qwen-coder,pilot-0162,True,False,False,100.0
qwen-coder,pilot-0163,True,True,True,90.0
qwen-coder,pilot-0164,True,True,True,100.0
qwen-coder,pilot-0165,False,True,False,100.0
qwen-coder,pilot-0166,True,True,True,90.0
qwen-coder,pilot-0167,True,True,True,100.0
qwen-coder,pilot-0168,True,True,True,90.0
qwen-coder,pilot-0170,False,True,False,100.0
qwen-coder,pilot-0171,True,True,True,90.0
qwen-coder,pilot-0172,True,True,True,90.0
qwen-coder,pilot-0173,True,True,True,100.0
qwen-coder,pilot-0174,True,True,True,100.0
qwen-coder,pilot-0175,True,True,True,80.0
qwen-coder,pilot-0176,True,True,True,100.0
qwen-coder,pilot-0177,True,False,False,100.0
qwen-coder,pilot-0178,True,True,True,90.0
qwen-coder,pilot-0179,True,True,True,90.0
qwen-coder,pilot-0180,True,True,True,90.0
qwen-coder,pilot-0181,True,False,False,100.0
qwen-coder,pilot-0182,True,True,True,80.0
qwen-coder,pilot-0183,True,False,False,100.0
qwen-coder,pilot-0184,False,True,False,100.0
qwen-coder,pilot-0185,True,False,False,100.0
qwen-coder,pilot-0186,False,True,False,100.0
qwen-coder,pilot-0187,True,True,True,90.0
qwen-coder,pilot-0188,True,False,False,100.0
qwen-coder,pilot-0189,True,True,True,100.0
qwen-coder,pilot-0190,True,False,False,90.0
qwen-coder,pilot-0191,True,True,True,100.0
qwen-coder,pilot-0192,True,False,False,100.0
qwen-coder,pilot-0193,True,True,True,100.0
qwen-coder,pilot-0194,True,True,True,90.0
qwen-coder,pilot-0195,False,True,False,100.0
qwen-coder,pilot-0197,False,True,False,100.0
qwen-coder,pilot-0198,False,True,False,100.0
qwen-coder,pilot-0199,True,True,True,90.0
qwen-coder,pilot-0200,False,True,False,100.0
qwen-coder,pilot-0201,True,True,True,90.0
qwen-coder,pilot-0202,True,False,False,90.0
qwen-coder,pilot-0203,True,True,True,90.0
qwen-coder,pilot-0204,True,True,True,90.0
qwen-coder,pilot-0205,True,True,True,90.0
qwen-coder,pilot-0206,True,True,True,100.0
qwen-coder,pilot-0207,True,True,True,100.0
qwen-coder,pilot-0208,True,True,True,100.0
qwen-coder,pilot-0209,True,True,True,90.0
qwen-coder,pilot-0210,True,True,True,80.0
qwen-coder,pilot-0211,True,True,True,90.0
qwen-coder,pilot-0212,False,False,True,100.0
qwen-coder,pilot-0213,True,False,False,100.0
qwen-coder,pilot-0214,True,True,True,100.0
qwen-coder,pilot-0215,True,True,True,90.0
qwen-coder,pilot-0216,True,True,True,100.0
qwen-coder,pilot-0217,True,True,True,100.0
qwen-coder,pilot-0218,True,False,False,90.0
qwen-coder,pilot-0219,True,True,True,90.0
qwen-coder,pilot-0221,False,False,True,100.0
qwen-coder,pilot-0222,True,False,False,100.0
qwen-coder,pilot-0223,True,False,False,100.0
qwen-coder,pilot-0224,True,False,False,100.0
qwen-coder,pilot-0225,False,False,True,100.0
qwen-coder,pilot-0226,True,False,False,90.0
qwen-coder,pilot-0227,True,False,False,90.0
qwen-coder,pilot-0228,False,False,True,100.0
qwen-coder,pilot-0229,False,False,True,100.0
qwen-coder,pilot-0231,True,False,False,100.0
qwen-coder,pilot-0232,True,False,False,100.0
qwen-coder,pilot-0233,True,False,False,100.0
qwen-coder,pilot-0234,True,False,False,90.0
qwen-coder,pilot-0235,True,False,False,100.0
qwen-coder,pilot-0236,True,False,False,90.0
qwen-coder,pilot-0237,True,False,False,100.0
qwen-coder,pilot-0238,False,False,True,100.0
qwen-coder,pilot-0239,True,False,False,100.0
qwen-coder,pilot-0240,True,False,False,100.0
qwen-coder,pilot-0241,True,False,False,100.0
qwen-coder,pilot-0242,True,True,True,100.0
qwen-coder,pilot-0243,True,True,True,100.0
qwen-coder,pilot-0244,True,False,False,100.0
qwen-coder,pilot-0245,True,True,True,100.0
qwen-coder,pilot-0246,True,False,False,80.0
qwen-coder,pilot-0247,True,True,True,100.0
qwen-coder,pilot-0248,True,False,False,90.0
qwen-coder,pilot-0249,True,True,True,100.0
qwen-coder,pilot-0250,False,True,False,100.0
qwen-coder,pilot-0251,True,False,False,90.0
qwen-coder,pilot-0252,True,True,True,100.0
qwen-coder,pilot-0254,True,True,True,100.0
qwen-coder,pilot-0255,True,True,True,100.0
qwen-coder,pilot-0256,True,True,True,80.0
qwen-coder,pilot-0257,True,False,False,100.0
qwen-coder,pilot-0258,True,True,True,100.0
qwen-coder,pilot-0259,False,True,False,100.0
qwen-coder,pilot-0260,True,False,False,90.0
qwen-coder,pilot-0261,True,True,True,90.0
qwen-coder,pilot-0262,True,False,False,90.0
qwen-coder,pilot-0263,True,True,True,90.0
qwen-coder,pilot-0264,False,True,False,100.0
qwen-coder,pilot-0265,True,True,True,100.0
qwen-coder,pilot-0266,True,False,False,100.0
qwen-coder,pilot-0267,True,True,True,100.0
qwen-coder,pilot-0268,True,True,True,100.0
qwen-coder,pilot-0269,True,True,True,90.0
qwen-coder,pilot-0270,True,False,False,90.0
qwen-coder,pilot-0271,True,True,True,100.0
qwen-coder,pilot-0272,False,True,False,100.0
qwen-coder,pilot-0273,True,True,True,90.0
qwen-coder,pilot-0274,True,True,True,90.0
qwen-coder,pilot-0276,False,True,False,100.0
qwen-coder,pilot-0277,True,True,True,90.0
qwen-coder,pilot-0278,True,True,True,100.0
qwen-coder,pilot-0279,True,True,True,90.0
qwen-coder,pilot-0280,True,False,False,100.0
qwen-coder,pilot-0281,True,True,True,90.0
qwen-coder,pilot-0282,True,False,False,100.0
qwen-coder,pilot-0283,True,True,True,100.0
qwen-coder,pilot-0285,True,False,False,100.0
qwen-coder,pilot-0286,True,False,False,80.0
qwen-coder,pilot-0287,True,False,False,100.0
qwen-coder,pilot-0288,True,False,False,90.0
qwen-coder,pilot-0289,True,True,True,100.0
qwen-coder,pilot-0290,True,False,False,80.0
qwen-coder,pilot-0291,True,True,True,100.0
qwen-coder,pilot-0292,True,False,False,90.0
qwen-coder,pilot-0293,True,True,True,100.0
qwen-coder,pilot-0294,True,False,False,100.0
qwen-coder,pilot-0295,True,False,False,100.0
qwen-coder,pilot-0296,True,False,False,100.0
qwen-coder,pilot-0297,True,False,False,100.0
qwen-coder,pilot-0298,True,True,True,100.0
qwen-coder,pilot-0299,True,True,True,90.0
qwen-coder,pilot-0300,True,False,False,100.0
qwen-coder,pilot-0056,,True,,
qwen-coder,pilot-0275,,True,,
qwen-coder,n0032,False,False,True,100.0
qwen-coder,n0021,False,False,True,100.0
qwen-coder,n0060,True,False,False,100.0
qwen-coder,n0018,False,False,True,100.0
qwen-coder,n0035,False,False,True,100.0
qwen-coder,n0016,True,False,False,100.0
qwen-coder,n0022,True,False,False,100.0
qwen-coder,n0046,True,False,False,100.0
qwen-coder,n0013,True,False,False,100.0
qwen-coder,n0014,True,False,False,100.0
qwen-coder,n0028,False,False,True,100.0
qwen-coder,n0019,False,False,True,100.0
qwen-coder,n0033,True,False,False,100.0
qwen-coder,n0017,False,False,True,100.0
qwen-coder,n0044,True,False,False,100.0
qwen-coder,n0023,False,False,True,100.0
qwen-coder,n0056,False,False,True,100.0
qwen-coder,n0030,True,False,False,90.0
qwen-coder,n0052,True,False,False,100.0
qwen-coder,n0037,False,False,True,100.0
qwen-coder,n0034,True,False,False,80.0
qwen-coder,n0025,False,False,True,100.0
qwen-coder,n0059,False,False,True,100.0
qwen-coder,n0039,True,False,False,100.0
qwen-coder,n0053,False,False,True,100.0
qwen-coder,n0049,False,False,True,100.0
qwen-coder,n0043,False,False,True,100.0
qwen-coder,n0058,False,False,True,100.0
qwen-coder,n0054,True,False,False,100.0
qwen-coder,n0015,False,False,True,100.0
qwen-coder,n0029,False,False,True,100.0
qwen-coder,n0024,False,False,True,100.0
qwen-coder,n0020,True,False,False,100.0
qwen-coder,n0055,False,False,True,100.0
qwen-coder,n0026,True,False,False,90.0
qwen-coder,n0005,True,False,False,100.0
qwen-coder,n0048,True,False,False,100.0
